compound_id	molecular_formula	compound_name
20707	C14H28O2	"2,5-dimethyl-dodecanoic acid"
12677	C14H28O2	"2,6,10-Trimethylundecanoic acid"
20565	C14H28O2	"2,6-dimethyl-dodecanoic acid"
20680	C14H28O2	2-ethyl-dodecanoic acid
20598	C14H28O2	2-methyl-tridecanoic acid
20709	C14H28O2	3-methyl-tridecanoic acid
20566	C14H28O2	"4,8-dimethyl-dodecanoic acid"
20599	C14H28O2	4-methyl-tridecanoic acid
20682	C14H28O2	6-ethyl-dodecanoic acid
20681	C14H28O2	9-methyl-tridecanoic acid
477	C14H28O2	tetradecanoate (n-C14:0)
21573	C14H28O3	10-hydroxy-tetradecanoic acid
21574	C14H28O3	11-hydroxy-tetradecanoic acid
21699	C14H28O3	11S-hydroxy-tetradecanoic acid
12695	C14H28O3	2-Hydroxymyristic acid
21575	C14H28O3	3-hydroxy-tetradecanoic acid
21576	C14H28O3	5-hydroxy-tetradecanoic acid
21577	C14H28O3	6-hydroxy-tetradecanoic acid
21466	C14H28O3	omega-hydroxy myristic acid
21497	C14H28O4	"3,11-dihydroxy myristoic acid"
37429	C14H28O6	B-2-Octylglucoside
17602	C14H28O6	octyl alpha-D-glucopyranoside
34292	C14H29N3O6S	Pramiracetam sulfate (USAN)
40470	C14H29N6O11P	"O-1,4-alpha-L-Dihydrostreptosyl-streptidine 6-phosphate"
27293	C14H29NO	Halaminol A
27258	C14H29NO2	"(4E,d14:1) sphingosine"
21909	C14H29NO2	2-amino-tetradecanoic acid
2485	C14H30N4O2	"N1,N12-Diacetylspermine"
26401	C14H30NO7P	PC(0:0/6:0)
26371	C14H30NO7P	PC(6:0/0:0)
26189	C14H30NO7P	PC(O-4:0/2:0)[U]
18283	C14H30O	1-tetradecanol
22341	C14H30O2	"2,2,9,9-tetramethyl-undecan-1,10-diol"
33586	C14H30O2	Gemcadiol (USAN/INN)
9420	C14H30O2	Laureth 4
35096	C14H30O2S2	Tiadenol (INN)
35928	C14H30O4S	Tetradecyl Sulfate
36873	C14H30O7S	1-Deoxy-1-Thio-Heptaethylene Glycol
37605	C14H30O8	"Heptaethylene Glycol, Peg330"
38142	C14H31NO	Lauryl Dimethylamine-N-Oxide
27292	C14H31NO	Xestoaminol C
33325	C14H32N2O4	Edetol (USAN)
26434	C14H32NO6P	PC(O-6:0/0:0)[U]
5460	C14H33N10O7PS	Phaseolotoxin
32142	C14H34Cl2N2O6	Suxamethonium chloride (JP15)
645	C14H6N2O8	PQQ
7778	C14H6O8	Ellagic acid
18589	C14H7ClF3NO5	acifluorfen
37344	C14H7NO6	"1,8-Di-Hydroxy-4-Nitro-Anthraquinone"
33528	C14H8Br2F3NO2	Fluorosalan (USAN)
8058	C14H8Cl2FNO5	MC-7181
8055	C14H8Cl3NO5	MC-3761
3080	C14H8Cl4	"1,1-Dichloro-2,2-bis(4-chlorophenyl)ethylene"
9887	C14H8Cl4	"2,2-(2-Chlorophenyl-4'-chlorophenyl)-1,1-dichloroethene"
4188	C14H8Cl4O2	"1,1-Dichloro-2-(dihydroxy-4'-chlorophenyl)-2-(4'- chlorophenyl)ethylene"
4189	C14H8Cl4O4	"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E- trienoate"
33655	C14H8ClFN2O3S	Ilonidap (USAN/INN)
33544	C14H8F3NO2S	Flutiazin (USAN/INN)
36397	C14H8I4O4	"3,3',5,5'-Tetraiodothyroacetic Acid"
29683	C14H8I4O4	"3,5,3',5'-tetraiodothyroacetate"
36418	C14H8N2O	"2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One"
6101	C14H8N2O	Canthin-6-one
6214	C14H8N2O2	11-Hydroxycanthin-6-one
8991	C14H8N2O4	"Phenazine-1,6-dicarboxylic acid"
3558	C14H8N2O6	Cinnavalininate
1406	C14H8N2O8	PQQH2
18841	C14H8N2O8S2	"5,5'-dithio-bis(2-nitrobenzoic acid)"
8394	C14H8O2	"4-(1,2-Epoxyethyl)-8,9-epoxy-enediyne"
11627	C14H8O2	"9,10-Anthraquinone"
2411	C14H8O2	"9,10-Phenanthroquinone"
2254	C14H8O3	Hydroxyanthraquinone
10019	C14H8O4	"2,6-Dihydroxyanthraquinone"
1463	C14H8O4	Alizarin
7307	C14H8O4	Chrysazin
7292	C14H8O5	Anthragallol
37819	C14H8O5	"Dibenzofuran-4,6-Dicarboxylic Acid"
7390	C14H8O5	Purpurin
10712	C14H9BrCl2	1-[2-Bromo-1-(4-chlorophenyl)ethenyl]-2-chlorobenzene
37293	C14H9BrN4O3S	4-(5-Bromo-2-Oxo-2h-Indol-3-Ylazo)-Benzenesulfonamide
33033	C14H9Cl2F3N2O	Cloflucarban (USAN)
33027	C14H9Cl2N3O3	Clodanolene (USAN/INN)
9882	C14H9Cl2N3S	CGH 2466
9513	C14H9Cl2N3S2	Luliconazole
8054	C14H9Cl2NO5	MC-4379
4181	C14H9Cl3	"1-Chloro-2,2-bis(4'-chlorophenyl)ethylene"
35266	C14H9Cl3N2OS	Triclabendazole (INN)
9939	C14H9Cl5	"1,1,1-Trichloro-2-(o-chlorophenyl)-2-(p-chlorophenyl)ethane"
3093	C14H9Cl5	"1,1,1-Trichloro-2,2-bis(4-chlorophenyl)ethane"
10053	C14H9Cl5O	Dicofol
4194	C14H9Cl5O2	"2,3-Dihydroxy 1,1,1-Trichloro-2,2-bis(4'-chlorophenyl)ethane"
4195	C14H9Cl5O4	"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8,8-tetrachloroocta-2E,4E- dienoate"
10179	C14H9ClF2N2O2	Diflubenzuron
5184	C14H9ClF3NO2	Efavirenz
8057	C14H9ClFNO5	MC-6063
34629	C14H9ClN2O3S	Tenidap (USAN/INN)
33538	C14H9F	Fluretofen (USAN)
34831	C14H9F3O2	Xenalipin (USAN)
37025	C14H9F5N2O3S	"N-(2,3,4,5,6-Pentaflouro-Benzyl)-4-Sulfamoyl-Benzamide"
41379	C14H9I3O4	"3,3',5'-triiodothyroacetate"
29685	C14H9I3O4	"3,5,3'-triiodothyroacetate"
35118	C14H9I3O4	Tiratricol (INN)
38524	C14H9N5O4S	"N-(1,4-DIHYDRO-5H-TETRAZOL-5-YLIDENE)-9-OXO-9H-XANTHENE-2-SULFONAMIDE"
10196	C14H9NO2	2-Aminoanthraquinone
9050	C14H9NO2	Trisphaeridine
7573	C14H9NO3	Crinasiadine
5496	C14H9NO3	Dianthalexin
36597	C14H9NO4	Alrestatin
35571	C15H10Cl2N2O	Delorazepam (INN)
35161	C15H10Cl2N2O2	Lonidamine (INN)
30489	C15H10Cl2N2O2	Lorazepam (JP15/USP/INN)
33024	C15H10ClI2NO3	Clioxanide (USAN/INN)
37691	C15H10ClN3O	2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide
30420	C15H10ClN3O3	Clonazepam (JP15/USP/INN)
10102	C15H10F6O2	"2,2-Bis(4-hydroxyphenyl)hexafluoropropane"
34934	C15H10FNO3	Prinaberel (USAN/INN)
8992	C15H10N2O3	6-Acetophenazine-1-carboxylic acid
10017	C15H10N2O4	N-(p-Nitrobenzyl)phthalimide
33810	C15H10N2O6	Lomofungin (USAN)
40696	C15H10O	Anthocyanin
965	C15H10O10S	Quercetin 3-sulfate
1285	C15H10O13S2	"Quercetin 3,3'-bissulfate"
1286	C15H10O13S2	"Quercetin 3,4'-bissulfate"
2730	C15H10O16S3	"Quercetin 3,3',7-trissulfate"
2731	C15H10O16S3	"Quercetin 3,4',7-trissulfate"
7039	C15H10O2	2-Phenyl-4-benzopyron
9599	C15H10O2	9-Anthroic acid
1069	C15H10O2	Isoflavone
4884	C15H10O2	Phenindione
7400	C15H10O2	Tectoquinone
2219	C15H10O3	2'-Hydroxyisoflavone
7349	C15H10O3	2-Hydroxymethylanthraquinone
9891	C15H10O3	6-Hydroxyflavone
8231	C15H10O3	7-Hydroxyflavone
11297	C15H10O3	7-Hydroxyisoflavone
1476	C15H10O3	Flavonol
7324	C15H10O4	"1,4-Dihydroxy-2-methylanthraquinone"
10096	C15H10O4	"4',6-Dihydroxyflavone"
8995	C15H10O4	"7,4'-Dihydroxyflavone"
7286	C15H10O4	Alizarin 2-methyl ether
7195	C15H10O4	Anhydroglycinol
19715	C15H10O4	apigeninidin
7024	C15H10O4	Chrysin
7310	C15H10O4	Chrysophanol
7203	C15H10O4	Daidzein
7322	C15H10O4	Digiferrugineol
5660	C15H10O4	Hispidol
7116	C15H10O4	Primetin
7397	C15H10O4	Rubiadin
2006	C15H10O5	2'-Hydroxydaidzein
10065	C15H10O5	"3',4',7-Trihydroxyisoflavone"
10964	C15H10O5	"3,6,4'-Trihydroxyflavone"
10066	C15H10O5	"4',6,7-Trihydroxyisoflavone"
7033	C15H10O5	5-Deoxykaempferol
7289	C15H10O5	Aloe-emodin
1465	C15H10O5	Apigenin
7019	C15H10O5	Baicalein
7338	C15H10O5	Emodin
7040	C15H10O5	Galangin
4112	C15H10O5	Genistein
7364	C15H10O5	Lucidin
40584	C15H10O5	Luteolinidin
7371	C15H10O5	Morindone
7374	C15H10O5	Norobtusifolin
7108	C15H10O5	Norwogonin
40491	C15H10O5	Pelargonidin
7392	C15H10O5	Purpurin 1-methyl ether
18060	C15H10O5	sulfuretin
5744	C15H10O5	Sulphuretin
34713	C15H10O5S	Tixanox (USAN/INN)
9005	C15H10O6	2'-Hydroxygenistein
40571	C15H10O6	Aurantinidin
5593	C15H10O6	Aureusidin
40492	C15H10O6	Cyanidin
7032	C15H10O6	Datiscetin
7037	C15H10O6	Fisetin
7092	C15H10O6	Isoscutellarein
3699	C15H10O6	Kaempferol
1486	C15H10O6	Luteolin
5735	C15H10O6	Maritimetin
7500	C15H10O6	Orobol
7179	C15H10O6	Scutellarein
10773	C15H10O7	"2-(4-Hydroxyphenyl)-5,6,7,8-tetrahydroxy-4H-1-benzopyran-4-one"
2608	C15H10O7	2'-Hydroxypseudobaptigenin
40582	C15H10O7	6-Hydroxycyanidin
7064	C15H10O7	6-Hydroxykaempferol
7068	C15H10O7	6-Hydroxyluteolin
2168	C15H10O7	8-Hydroxykaempferol
5594	C15H10O7	Bracteatin
18630	C15H10O7	delphinidin
7074	C15H10O7	Hypolaetin
7075	C15H10O7	Isoetin
7100	C15H10O7	Morin
825	C15H10O7	Quercetin
7172	C15H10O7	Robinetin
7187	C15H10O7	Tricetin
2837	C15H10O8	"3,3',4',5,7,8-Hexahydroxyflavone"
7102	C15H10O8	Myricetin
7117	C15H10O8	Quercetagetin
34068	C15H11BrCl2N2	Nolinium bromide (USAN/INN)
8056	C15H11Cl2NO5	MC-5127
40202	C15H11Cl3N4S	Zinoconazole (USAN)
3218	C15H11ClF3NO4	(RS)-2-[4-(3-Chloro-5-(trifluoromethyl-2-pyridyloxy)phenoxy]- propionic acid
33859	C15H11ClN2O	Mecloqualone (USAN/INN)
4792	C15H11ClN2O	Nordazepam
32390	C15H11ClN2O2	Demoxepam (USAN/INN)
4694	C15H11ClN2O2	Oxazepam
10336	C15H11ClO	4-Chlorochalcone
35065	C15H11ClO2	Cloridarol (INN)
37749	C15H11F3N4O2	CRA_9785
33513	C15H11FO4	Flufenisal (USAN/INN)
42212	C15H11I4NO4	Levothyroxine (JP15/USP)
1656	C15H11I4NO4	"O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine"
18540	C15H11I4NO4	thyroxine
12815	C15H11I4NO7S	Thyroxine sulfate
41998	C15H11N2O3Re	"(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)"
37676	C15H11N3	"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole"
33568	C15H11N3O2	Furodazole (USAN/INN)
4793	C15H11N3O3	Nitrazepam
10649	C15H11NO2	"2,3-Bis(p-hydroxyphenyl)acrylonitrile"
10015	C15H11NO2	N-Benzylphthalimide
10016	C15H11NO3	"2-(4-Hydroxybenzyl)isoindole-1,3-dione"
10371	C15H11NO3	"2-Acetamido-6H-dibenzo[b,d]pyran-6-one"
42396	C15H11NO3	Furegrelate (USAN)
10666	C15H11NO3	"N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)acetamide"
7658	C15H11NO4	Evoxanthidine
9543	C15H12Br4O2	Tetrabromobisphenol A
31669	C15H12BrClN4S	Brotizolam (JAN/USAN/INN)
35401	C15H12BrNO3	Bromfenac (INN)
31845	C15H12Cl2F4O2	Transfluthrin (JAN)
9989	C15H12Cl2O2	"4-[2,2-Dichloro-1-(4-methoxyphenyl)ethenyl]phenol"
37886	C15H12Cl2O4	"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid"
10280	C15H12Cl4O2	Tetrachlorobisphenol A
32929	C15H12ClNO2	Carprofen (USAN/INN)
4934	C15H12I3NO4	"3,3',5'-Triiodo-L-thyronine"
1989	C15H12I3NO4	Triiodothyronine
41367	C15H12I3NO7S	"3,3',5'-triiodo-L-thyronine 4'-O-sulfate"
41368	C15H12I3NO7S	"3,5,3'-triiodo-L-thyronine 4'-O-sulfate"
12851	C15H12I3NO7S	Triiodothyronine sulfate
31962	C15H12N2	Diphenylimidazole (JAN)
10863	C15H12N2O	alpha-(p-Methoxyphenyl)-2-pyridineacrylonitrile
10650	C15H12N2O	alpha-(p-Methoxyphenyl)-3-pyridineacrylonitrile
4357	C15H12N2O	Carbamazepine
7678	C15H12N2O	Glycosminine
39964	C15H12N2O	Nafimidone (USAN)
4802	C15H12N2O2	"Carbamazepine-10,11-epoxide"
4798	C15H12N2O2	Oxcarbazepine
4757	C15H12N2O2	Phenytoin
8989	C15H12N2O3	Saphenic acid
8385	C15H12O	1-Methoxyphenanthrene
1470	C15H12O	Chalcone
1805	C15H12O2	(2S)-Flavanone
11628	C15H12O2	1-Methoxy-2-hydroxyanthracene
6323	C15H12O2	2'-Hydroxychalcone
9984	C15H12O2	4'-Hydroxychalcone
9983	C15H12O2	4-Hydroxychalcone
1049	C15H12O2	Flavanone
1708	C15H12O2	Isoflavanone
10946	C15H12O3	3'-Hydroxyflavanone
9993	C15H12O3	4'-Hydroxyflavanone
9973	C15H12O3	6-Hydroxyflavanone
10042	C15H12O3	7-Hydroxyflavanone
7309	C15H12O3	Chrysophanic acid 9-anthrone
11282	C15H12O3	Dihydroflavonol
7253	C15H12O3	Flavidin
33649	C15H12O3	Idronoxil (USAN/INN)
10819	C15H12O3S	1-Phenyl-3-(phenylsulfonyl)-2-propen-1-one
18579	C15H12O4	(2S)-pinocembrin
2907	C15H12O4	"(6aR,11aR)-3,9-Dihydroxypterocarpan"
11292	C15H12O4	"3',5'-Dihydroxyflavanone"
13349	C15H12O4	Dihydrodaidzein
7257	C15H12O4	Hydrangenol
5665	C15H12O4	Isoliquiritigenin
6760	C15H12O4	Liquiritigenin
6825	C15H12O4	Pinocembrin
11803	C15H12O4	Pinocembrin chalcone
18858	C15H12O5	(-)-glycinol
18580	C15H12O5	"(2R,3R)-pinobanksin"
1357	C15H12O5	"(6aS,11aS)-3,6a,9-Trihydroxypterocarpan"
11279	C15H12O5	"2,7,4'-Trihydroxyisoflavanone"
2555	C15H12O5	2'-Hydroxydihydrodaidzein
11649	C15H12O5	"6,7,4'-Trihydroxyflavanone"
5595	C15H12O5	Butein
6615	C15H12O5	Butin
10210	C15H12O5	Dihydrogenistein
6749	C15H12O5	Garbanzol
4110	C15H12O5	Isosalipurpol
1531	C15H12O5	Licodione
905	C15H12O5	Naringenin
8961	C15H12O5	p-Coumaroyltriacetic acid lactone
6824	C15H12O5	Pinobanksin
6050	C15H12O5	Rubrofusarin
7410	C15H12O6	(+-)-Dalbergioidin
11650	C15H12O6	"2,6,7,4'-Tetrahydroxyisoflavanone"
18081	C15H12O6	2'4'6'34-pentahydroxychalcone
9333	C15H12O6	"2-Hydroxy-2,3-dihydrogenistein"
7079	C15H12O6	2-O-Methylswertianin
7056	C15H12O6	"3,5-Dimethoxy-1,6-dihydroxyxanthone"
1174	C15H12O6	Dihydrokaempferol
3551	C15H12O6	Eriodictyol
11251	C15H12O6	Eriodictyol chalcone
1410	C15H12O6	Fustin
7060	C15H12O6	Gentiacaulein
6279	C15H12O6	Micromelin
5738	C15H12O6	Okanin
7087	C15H12O6	Swerchirin
18670	C15H12O7	"3',4',5'-pentahydroxyflavanone"
9165	C15H12O7	cis-Dihydroquercetin
20498	C15H12O7	dihydroquercetin
3706	C15H12O7	Pentahydroxyflavanone
1544	C15H12O7	Taxifolin
2293	C15H12O8	"2,3-Dihydrogossypetin"
19111	C15H12O8	"2,3-dihydroquercetagetin"
2209	C15H12O8	Dihydromyricetin
9544	C15H13Br3O2	Tribromobisphenol A
37229	C15H13BrFNO2	N-[1-(4-Bromophenyl)Ethyl]-5-Fluoro Salicylamide
36787	C15H13BrN4O	CRA_9334
7885	C15H13Cl2N3O2	Azafenidin
38062	C15H13Cl2N5	"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine"
40081	C15H13Cl2N5	Robenidine (USAN)
10141	C15H13Cl3O2	"1,1,1-Trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane"
7896	C15H13ClFN5O5S	Cloransulam-methyl
33146	C15H13ClFNO2	Lumiracoxib (USAN/INN)
32352	C15H13ClN2	Chlormidazole (INN)
30462	C15H13FO2	Flurbiprofen (JP15/USP/INN)
38707	C15H13FO2	MPC-7869
29669	C15H13I2NO4	"3,3'-diiodo-L-thyronine"
30024	C15H13I2NO4	"3,5-diiodo-L-thyronine"
12154	C15H13I2NO4	"3,5-Diiodothyronine"
41369	C15H13I2NO7S	"3,3'-diiodo-L-thyronine 4'-O-sulfate"
41372	C15H13I2NO7S	"3',5'-diiodo-L-thyronine 4'-O-sulfate"
33178	C15H13I4NO5	Dextrothyroxine (USAN)
41899	C15H13N3O	2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine
38043	C15H13N3O2	2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide
36334	C15H13N3O2	"3-(1,10-Phenanthrol-2-Yl)-L-Alanine"
7947	C15H13N3O2	Prinomide
33460	C15H13N3O2S	Fenbendazole (USP/INN)
30324	C15H13N3O2S	Frentizole (USAN/INN)
34121	C15H13N3O3S	Oxfendazole (USP/INN)
1540	C15H13N3O4S	Piroxicam
38011	C15H13N3O4S2	"(6,7-Dihydro-5h-Cyclopenta[D]Imidazo[2,1-B]Thiazol-2-Yl]-4,7-Dihydro[1,4]Thiazepine-3,6-Dicarboxylic Acid"
38077	C15H13N5	8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide
42409	C15H13N5O4	Leteprinim (USAN)
2146	C15H13NO	2-Acetamidofluorene
10233	C15H13NO2	1-Hydroxy-2-acetamidofluorene
10407	C15H13NO2	3-Hydroxy-2-acetamidofluorene
10428	C15H13NO2	5-Hydroxy-2-acetamidofluorene
10384	C15H13NO2	7-Hydroxy-2-acetamidofluorene
2756	C15H13NO2	N-Hydroxy-2-acetamidofluorene
31154	C15H13NO2S	Metiazinic acid (JAN/INN)
10373	C15H13NO3	(E)-1-Methoxy-4-[2-(4-nitrophenyl)ethenyl]benzene
9067	C15H13NO3	"3-Methoxy-8,9-methylenedioxy-3,4-dihydrophenanthridine"
10862	C15H13NO3	alpha-(p-Methoxyphenyl)-4-pyridineacrylic acid
35326	C15H13NO3	Amfenac (INN)
4485	C15H13NO3	Ketorolac
31519	C15H13NO3	Pranoprofen (JP15/INN)
31620	C15H13NO3S2	Epalrestat (JAN/INN)
2882	C15H13NO4	N-Benzoyl-4-methoxyanthranilate
11194	C15H13NO4	trans-2-(4-Methoxyphenyl)-3-(4-nitrophenyl)oxirane
9545	C15H14Br2O2	Dibromobisphenol A
8081	C15H14Cl2F3N3O3	Carfentrazone-ethyl
10787	C15H14ClN	4-Chloro-[2-(4-Pyridinyl)-1-butenyl]phenol
4365	C15H14ClN3O4S	Cefaclor
5013	C15H14ClN3O4S3	Benzthiazide
33804	C15H14ClN3O6	Lodoxamide ethyl (USAN)
36308	C15H14ClNO3	Zomepirac
5012	C15H14F3N3O4S2	Bendroflumethiazide
5044	C15H14FN3O3	Flumazenil
33640	C15H14FNO3	Ibafloxacin (USAN/INN)
29676	C15H14INO4	3'-monoiodo-L-thyronine
12272	C15H14INO4	Monoiodothyronine
41373	C15H14INO7S	3'-monoiodo-L-thyronine 4'-O-sulfate
36546	C15H14N2	Inhibitor of P38 Kinase
34467	C15H14N2O	Semaxanib (USAN/INN)
4799	C15H14N2O2	10-Hydroxycarbazepine
34023	C15H14N2O2	Nepafenac (JAN/USAN/INN)
4801	C15H14N2O3	Dihydroxycarbazepine
37340	C15H14N2S	4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole
4621	C15H14N4O	Nevirapine
30553	C15H14N4O	Nevirapine (JAN/USP/INN)
8643	C15H14N4O	SB 200646
41852	C15H14N4O2	2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine
36872	C15H14N4O2	"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine"
31864	C15H14N4O2S	Sulfaphenazole (JAN/INN)
5209	C15H14N4O6S2	Ceftibuten
38397	C15H14N4OS	"3-[4-(2,4-Dimethyl-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol"
38255	C15H14N4S	"5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine"
39398	C15H14N8O5S4	Cefmatilen (JAN)
6696	C15H14O	Lactaroviolin
10429	C15H14O	p-Methoxystilbene
2224	C15H14O10	2-Caffeoylisocitrate
41397	C15H14O10S	(-)-epigallocatechin sulfate
1937	C15H14O2	(2S)-Flavan-4-ol
36618	C15H14O2	"2-(1,1'-Biphenyl-4-Yl)Propanoic Acid"
9554	C15H14O2	"4,4'-Dihydroxy-alpha-methylstilbene"
6755	C15H14O2	7-Hydroxyflavan
7320	C15H14O2	Deoxylapachol
11288	C15H14O2	Favan-3-ol
7271	C15H14O2	Pinosylvin methyl ether
9550	C15H14O3	"4,5-Bisphenol-o-quinone"
7252	C15H14O3	"4,7-Dihydroxy-2-methoxy-9,10-dihydrophenanthrene"
6641	C15H14O3	"7,4'-Dihydroxyflavan"
7362	C15H14O3	beta-Lapachone
7332	C15H14O3	Dunnione
9885	C15H14O3	Equol
4449	C15H14O3	Fenoprofen
7256	C15H14O3	Hircinol
7361	C15H14O3	Lapachol
9555	C15H14O4	"2,2-Bis(4-hydroxyphenyl)-propanoic acid"
31609	C15H14O4	Acetomenaphtone (JAN)
6619	C15H14O4	Davidigenin
7347	C15H14O4	Hibiscoquinone A
7263	C15H14O4	Lunularic acid
6275	C15H14O4	Luvangetin
9871	C15H14O4	Naphthyl-2-methyl-succinic acid
13022	C15H14O4	O-Desmethylangolensin
6285	C15H14O4	Peucedanin
5484	C15H14O4	Wyerone
6976	C15H14O4	Yangonin
8999	C15H14O5	(-)-Epiafzelechin
11814	C15H14O5	5-Deoxyleucopelargonidin
6322	C15H14O5	Afzelechin
5932	C15H14O5	alpha-Pyrufuran
8996	C15H14O5	Apiforol
5951	C15H14O5	beta-Pyrufuran
6733	C15H14O5	Fisetinidol
9662	C15H14O5	H37
8994	C15H14O5	Luteoliflavan
6948	C15H14O5	Methysticin
1055	C15H14O5	Phloretin
6032	C15H14O5	Ptaerochromenol
34695	C15H14O5S	Timefurone (USAN/INN)
6725	C15H14O6	(-)-Epicatechin
4111	C15H14O6	(+)-Catechin
18046	C15H14O6	"2,3-cis-epicatechin"
5756	C15H14O6	"2,8-Dihydroxy-3,4,7-trimethoxydibenzofuran"
5753	C15H14O6	alpha-Cotonefuran
2600	C15H14O6	"cis-3,4-Leucopelargonidin"
6734	C15H14O6	Fisetinidol-4beta-ol
6785	C15H14O6	Isoplumericin
3703	C15H14O6	Luteoforol
6512	C15H14O6	Mikanolide
18554	C15H14O6	p-coumaroyltriacetate
6794	C15H14O6	Plumericin
6033	C15H14O6	Ptaeroglycol
9007	C15H14O7	(-)-Epigallocatechin
8998	C15H14O7	(+)-Gallocatechin
3702	C15H14O7	Leucocyanidin
37011	C15H14O8	"7,8-Dihydroxy-1-Methoxy-3-Methyl-10-Oxo-4,10-Dihydro-1h,3h-Pyrano[4,3-B]Chromene-9-Carboxylic Acid"
3705	C15H14O8	Leucodelphinidin
41398	C15H14O9S	(-)-epicatechin sulfate
9546	C15H15BrO2	Monobromobisphenol A
7897	C15H15ClFN3O3S2	Fluthiacet-methyl
34834	C15H15ClN2O4S	Xipamide (USAN)
7932	C15H15ClN4O6S	Chlorimuron ethyl
40205	C15H15FN4O	Zolazepam (USP)
7558	C15H15N3O	Anantine
35664	C15H15N3O	Ethacridine (INN)
34584	C15H15N3O2	Tacedinaline (USAN/INN)
9539	C15H15N3O4	Milrinone lactate
38321	C15H15N5OS	4-[4-(4-Methyl-2-Methylamino-Thiazol-5-Yl)-Pyrimidin-2-Ylamino]-Phenol
10785	C15H15NO	2-[2-(4-Pyridinyl)-1-butenyl]phenol
32703	C15H15NO2	1-(4-Methylphenyl)ethyl nicotinate (JAN)
10648	C15H15NO2	"6-(1,2,3,4-Tetrahydro-6-hydroxy-2-naphthyl)-2(1H)-pyridone"
38479	C15H15NO2	Biphenylalanine
1844	C15H15NO2	Mefenamic acid
7721	C15H15NO2	N-Methylflindersine
32837	C15H15NO2S	Armodafinil (USAN/INN)
36021	C15H15NO2S	Modafinil
31751	C15H15NO2S	Modafinil (JAN/USAN/INN)
9049	C15H15NO3	Ismine
4547	C15H15NO3	Tolmetin
35251	C15H15NO3S	Adrafinil (INN)
10831	C15H15NO4	"1,6-Dihydro-1-(3-methoxyphenethyl)-6-oxonicotinic acid"
12205	C15H15NO4	L-Thyronine
7621	C15H15NO5	Acronycidine
80025	C15H15NO8	"2,8-Dihydroxyquinoline-beta-D-glucuronide"
10332	C15H16	"1,3-Diphenylpropane"
31971	C15H16BrN5O6	Brimonidine tartrate (USAN)
8631	C15H16Cl2N2O8	Chloramphenicol succinate
8161	C15H16Cl3N3O2	Prochloraz
9737	C15H16Cl3N5	Sipatrigine
33603	C15H16ClN3O3S	Glyparamide (USAN)
41935	C15H16ClN5	"1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine"
34416	C15H16ClNO4	Romazarit (USAN/INN)
7939	C15H16F3N5O4S	Prosulfuron
33693	C15H16I3N3O7	Ioseric acid (USAN/INN)
36301	C15H16I3NO3	Bunamiodyl
8421	C15H16N2O	LY201116
2437	C15H16N2O	Prolyl-2-naphthylamide
18568	C15H16N2O2	ancymidol
32246	C15H16N2O3S	Xyloylsulfamine
32652	C15H16N2O4	Apaziquone (USAN/INN)
19602	C15H16N2O5	indole-3-acetyl-glu
4538	C15H16N2O6S2	Ticarcillin
42308	C15H16N2O6S2	Ticarcillin (JAN)
34399	C15H16N4O	Ripazepam (USAN/INN)
7944	C15H16N4O5S	Sulfometuron methyl
5579	C15H16N4O6	Musca-aurin VII
12494	C15H16N4O6	Riboflavin reduced
10416	C15H16O	1-(4-Methoxyphenyl)-2-phenylethane
10010	C15H16O	p-Cumylphenol
2298	C15H16O11	2-O-Caffeoylglucarate
10952	C15H16O2	"1,1-Bis(4-hydroxyphenyl)propane"
9547	C15H16O2	Bisphenol A
18564	C15H16O2	dihydropinosylvin monomethylether
7366	C15H16O2	Mansonone C
30544	C15H16O2	Nabumetone (JAN/USP/INN)
9551	C15H16O3	"1,2-Bis(4-hydroxyphenyl)-2-propanol"
9553	C15H16O3	"2,2-Bis(4-hydroxyphenyl)-1-propanol"
9549	C15H16O3	5-Hydroxybisphenol A
7242	C15H16O3	Batatasin IV
6405	C15H16O3	Encelin
6282	C15H16O3	Osthol
